ObjectID,Latitude,Longitude,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4,cat_hex,an_hex,diamond_hex
610,-27.45105077,151.1795062,46.0,40.0,600.0,0.8,710.0,9.8,670.0,37.5,#2cff34,#b6ff3b,#65ff9d
611,-27.13540517,151.3392571,35.0,32.0,250.0,2.0,530.0,2.6,230.0,9.0,#50ff5e,#ffce39,#acff95
612,-27.25026442,151.1793084,33.0,35.0,350.0,1.0,440.0,2.6,405.0,82.0,#3bff4b,#bbff5b,#78ffc0
613,-27.79894504,151.5030502,60.0,44.0,115.0,2.2,460.0,0.8,110.0,18.0,#c8ffd8,#ff8137,#ffdfa4
614,-27.36286482,151.3412878,76.0,90.0,860.0,5.0,370.0,4.0,1400.0,175.0,#3aff4d,#3fff32,#42ceff
615,-28.06913434,151.7840749,63.0,39.0,135.0,1.0,230.0,1.1,300.0,23.0,#b4ffb6,#8bff3b,#a59eff
616,-28.2071887,152.0366894,170.0,115.0,450.0,4.0,570.0,3.6,900.0,67.0,#a0ffa7,#77ff37,#8d97ff
617,-28.25139934,152.0915737,85.0,50.0,91.0,1.0,510.0,1.7,150.0,16.0,#fff9fc,#ff9838,#ff9aa8
618,-27.99491611,151.7688126,74.0,56.0,110.0,1.5,490.0,3.9,190.0,5.0,#e2fffa,#ffbc37,#ffb5c6
619,-28.02435717,151.7852906,35.0,20.0,31.0,2.0,260.0,0.9,27.0,2.0,#ffe7f9,#ff3f1d,#ff9655
620,-28.0766727,151.7952644,39.0,24.0,43.0,1.1,225.0,0.5,79.0,4.0,#fefbff,#ffaf37,#ffa2c0
621,-28.20213449,151.9884178,46.0,23.0,35.0,2.8,215.0,0.4,70.0,0.0,#ffd9e9,#ffa633,#ff8bb4
622,-28.16877752,151.9172479,44.0,25.5,59.0,2.3,235.0,0.5,110.0,2.0,#eaffe6,#ffdb38,#ffc2e5
623,-27.9499271,151.65423619999999,34.0,30.0,105.0,0.6,405.0,1.7,68.0,8.0,#99ffb3,#ff5f2a,#f6ff81
624,-28.1944789,152.00906619999998,110.0,54.0,99.0,2.5,560.0,1.2,180.0,7.0,#ffe4e6,#ffa435,#ff96b3
625,-28.19309859,152.00713380000002,98.0,54.0,83.0,1.5,520.0,1.5,165.0,3.6,#ffe0f4,#ffa234,#ff8cb1
626,-28.14847796,151.8767635,48.0,33.0,61.0,1.2,405.0,7.8,52.0,0.0,#f1feff,#ff4a1f,#ffb461
627,-28.15186997,151.86572180000002,56.0,40.0,58.0,0.7,435.0,7.7,56.0,0.0,#ede4ff,#ff4b1f,#ff965c
628,-28.19520507,152.0123996,180.0,91.0,155.0,0.5,610.0,0.9,455.0,14.0,#ffe1ea,#d7ff3a,#e897ff
629,-27.23560366,151.27649019999998,42.0,42.0,640.0,6.0,425.0,1.4,910.0,67.0,#29ff32,#5dff32,#4affec
630,-27.38485594,151.3800949,26.0,80.0,760.0,6.0,520.0,9.8,790.0,420.0,#27ff47,#92ff91,#55fff1
631,-27.18971673,151.2792221,26.0,25.0,355.0,1.3,710.0,18.0,230.0,51.0,#2dff36,#ff9f46,#89ff62
632,-27.47456913,151.3373431,42.5,35.0,110.0,2.0,435.0,5.7,69.0,25.0,#aaffc0,#ff5d37,#fffc89
633,-28.19089234,151.9783288,39.0,28.0,56.0,0.6,285.0,0.5,66.0,3.5,#e6fff8,#ff7d2f,#ffb792
634,-28.15890115,151.8777687,65.0,37.0,80.0,0.8,395.0,7.1,125.0,4.2,#f7fff1,#ff9e34,#ffa8a4
635,-28.15650857,151.9192534,76.0,45.0,82.0,0.9,415.0,2.7,165.0,0.0,#fff9fd,#ffc136,#ffa4cd
636,-27.23730613,151.158039,26.0,28.0,310.0,1.6,450.0,3.4,295.0,72.0,#35ff44,#eeff60,#77ff94
637,-27.106388899999995,151.6216667,125.0,210.0,380.0,1.7,700.0,3.4,980.0,21.0,#92f9ff,#83ff30,#b294ff
638,-27.49115,151.3967092,49.0,49.0,215.0,3.5,490.0,1.7,245.0,58.0,#7aff96,#ffe558,#d2ffd2
639,-27.12829853,151.110269,42.0,33.0,145.0,1.5,400.0,1.3,170.0,4.5,#8aff99,#ffcb38,#e7ffcd
640,-27.60521631,151.3472654,41.0,25.0,82.0,1.6,360.0,5.5,56.0,6.4,#bbffbb,#ff5827,#fff27a
641,-27.67928001,151.3099718,30.0,15.5,85.0,1.8,225.0,1.1,110.0,3.3,#92ff89,#ffe139,#e3ffd5
642,-27.23813607,151.1153228,46.0,27.0,275.0,1.0,530.0,0.9,240.0,36.0,#4fff4e,#ffd547,#9fff92
643,-26.75369936,150.6347093,19.0,26.0,395.0,1.7,145.0,0.3,590.0,80.0,#23ff31,#3bff32,#33eeff
644,-27.41041592,151.4816622,19.0,37.0,355.0,1.4,730.0,7.6,225.0,74.0,#2eff49,#ffa053,#92ff6e
645,-27.40382318,151.48269380000002,12.0,34.0,365.0,2.0,660.0,17.0,220.0,79.0,#24ff40,#ffa75a,#83ff63
646,-27.38547326,151.2214975,27.0,19.0,54.0,1.2,230.0,1.5,53.0,8.1,#c1ffcd,#ff7c35,#ffe8a0
647,-27.22943392,151.2748701,38.0,44.0,630.0,4.2,395.0,4.5,920.0,78.0,#28ff35,#59ff33,#48fff2
648,-27.63705494,151.2522489,17.5,8.5,80.0,1.3,245.0,1.6,35.0,4.9,#63ff5a,#ff5326,#c3ff64
649,-27.48378927,151.2969379,42.0,38.0,125.0,1.1,455.0,5.3,89.0,38.5,#9effba,#ff7247,#fbffa0
650,-28.15267192,151.91138600000002,59.0,45.0,99.0,0.9,495.0,9.5,105.0,3.8,#d7ffed,#ff712b,#ffcb8b
651,-28.19135274,151.9782446,32.0,23.0,50.0,0.6,280.0,0.5,45.0,3.7,#deffef,#ff5c27,#ffc87a
652,-28.19059161,151.9709381,52.0,36.0,55.0,2.0,340.0,1.5,72.0,0.0,#f0ebff,#ff752b,#ff917d
653,-28.19066921,151.971326,62.0,39.0,52.0,3.0,290.0,1.7,92.0,0.0,#fbdbff,#ffa233,#ff87af
654,-28.12741499,151.83174540000002,34.0,30.0,120.0,0.9,410.0,5.7,87.0,7.5,#8cffa3,#ff722e,#ebff90
655,-27.23832076,151.0705272,140.0,105.0,830.0,4.0,315.0,5.9,1550.0,195.0,#57ff5f,#33ff2d,#409fff
656,-27.84341336,151.6038712,17.7,59.8,402.6,2.1,478.8,20.1,465.0,79.0,#31ff5f,#bcff53,#81ffc5
657,-27.23230591,151.1810942,23.0,30.0,341.0,2.1,451.0,6.5,327.0,75.0,#2fff41,#e0ff5f,#6fff96
658,-27.46512123,151.3083781,76.0,65.0,160.0,1.7,400.0,1.5,315.0,59.0,#c0ffde,#d0ff56,#d9c3ff
659,-27.75577245,151.37111240000002,48.0,26.0,105.0,2.6,345.0,0.7,125.0,8.7,#b0ffa8,#ffb439,#fdffcc
660,-27.41015237,151.4879689,17.0,33.0,350.0,1.5,730.0,8.2,195.0,66.0,#2aff42,#ff8f4d,#92ff64
661,-27.16369494,151.19859319999998,80.0,92.0,850.0,6.0,395.0,4.0,1450.0,140.0,#3dff4f,#3fff2d,#45cdff
662,-27.55440305,151.248027,33.0,16.5,115.0,1.2,350.0,2.4,80.0,17.0,#7dff73,#ff7c3a,#d5ff94
663,-27.42825102,151.27388480000002,34.0,35.5,125.0,1.4,415.0,12.0,80.0,34.0,#8cffaf,#ff6d44,#f0ff99
664,-27.38306108,151.217416,31.0,20.0,91.0,1.2,276.0,3.1,85.0,5.2,#92ff96,#ff9c35,#ecffb2
665,-27.37650541,151.20959330000002,28.0,17.5,77.0,1.1,290.0,1.2,59.0,3.8,#98ff99,#ff702c,#efff8d
666,-27.26123112,151.37302590000002,98.0,160.0,840.0,1.4,225.0,3.7,1700.0,125.0,#52ff7c,#21ff1c,#3683ff
667,-27.03218837,151.4762551,90.0,78.0,150.0,0.2,370.0,3.5,375.0,14.0,#d4fffd,#abff38,#d1a7ff
668,-27.04423798,151.0764816,26.0,29.0,335.0,1.1,550.0,10.5,310.0,43.0,#33ff41,#fff448,#73ff76
669,-27.62984575,151.439127,40.5,39.0,225.0,2.5,490.0,7.4,235.0,46.0,#65ff79,#ffdb4f,#bdffb4
670,-26.74981051,150.63054259999998,1.7,10.5,120.0,8.6,7.3,0.0,155.0,41.0,#1cff39,#23ff45,#1ac7ff
671,-27.04349401,151.46330269999999,77.0,75.0,630.0,2.2,465.0,8.2,1000.0,105.0,#49ff58,#62ff3a,#62e1ff
672,-27.03598185,151.23872169999999,30.0,36.0,215.0,2.1,435.0,8.5,245.0,8.1,#57ff73,#fff33a,#aeffa9
673,-27.16563936,151.20109309999998,68.0,87.0,830.0,5.0,375.0,8.5,1400.0,130.0,#38ff4c,#3fff2d,#44d3ff
674,-27.51181717,151.33019240000002,32.0,27.0,98.0,1.0,420.0,1.3,36.0,17.0,#99ffaf,#ff3825,#f4ff60
675,-27.48540032,151.3194467,71.0,39.0,90.0,17.0,375.0,2.3,150.0,27.0,#e8ffdf,#ffc148,#ffc5dc
676,-27.22648394,151.32916919999997,35.0,38.0,580.0,4.0,450.0,7.2,820.0,48.0,#27ff32,#6bff31,#4fffda
677,-26.72518429,150.9461552,63.0,85.0,800.0,3.5,485.0,9.8,1200.0,110.0,#38ff4d,#57ff34,#54ecff
678,-27.75515493,151.4417382,57.0,28.0,79.0,1.3,435.0,5.7,68.0,2.0,#e8ffd5,#ff5924,#ffd274
679,-26.78050739,150.9457839,60.0,56.0,660.0,4.1,470.0,14.0,900.0,94.0,#36ff41,#6cff3c,#5bfff5
680,-27.56964532,151.32867050000002,41.0,27.0,83.0,1.4,400.0,4.3,46.0,9.3,#beffc4,#ff4423,#ffef69
681,-26.74703274,150.62443159999998,1.2,3.9,49.0,3.9,6.1,0.0,61.0,30.0,#1dff35,#38ff75,#1ed0ff
682,-27.23046161,151.2378512,59.0,71.0,780.0,82.0,340.0,13.5,1250.0,130.0,#30ff40,#42ff30,#40e3ff
683,-27.03172194,151.238664,29.0,35.0,220.0,2.0,450.0,8.8,235.0,9.7,#53ff6e,#ffe73b,#aeffa3
684,-28.30754817,152.2196351,66.0,56.0,120.0,1.6,395.0,7.8,190.0,40.5,#ceffef,#ffda52,#ffcef6
685,-28.09957135,151.8353136,273.0,139.0,721.0,5.6,655.1,8.4,1559.0,67.2,#9bff90,#55ff29,#6f87ff
686,-28.18585411,151.9662282,45.5,25.0,46.5,1.1,255.0,0.8,77.0,2.3,#fff3f3,#ff9b33,#ff98a4
687,-28.24414405,152.0930794,105.0,52.0,290.0,2.1,385.0,8.4,520.0,28.0,#96ff8a,#8aff36,#9ebfff
688,-28.12556344,151.81861619999998,55.0,31.0,57.0,0.9,360.0,2.0,64.0,2.0,#fff5f7,#ff6428,#ffa076
689,-28.23773909,152.09228149999998,85.0,40.0,260.0,0.9,410.0,5.5,365.0,19.0,#8aff7d,#bfff3b,#bdfbff
690,-28.13458848,151.83623459999998,51.0,33.0,58.0,1.7,330.0,2.2,86.0,2.0,#f8f9ff,#ff8930,#ff9990
691,-28.15553616,151.9204689,115.0,69.0,185.0,1.4,520.0,3.2,410.0,0.0,#d6ffd5,#d0ff37,#e6c8ff
692,-28.181519599999998,151.9645748,77.3,41.1,38.8,1.4,387.3,2.7,99.3,0.0,#ffaaee,#ff882f,#ff649a
693,-28.08302697,151.7925678,81.0,55.0,135.0,1.1,405.0,8.1,280.0,7.9,#d6ffe0,#e9ff3a,#f1ceff
694,-28.21657661,152.0093003,110.3,237.2,756.0,11.2,562.1,4.0,1679.0,80.1,#61ffb1,#46ff25,#5e7dff
695,-28.14617395,151.8332692,58.9,31.1,34.7,2.5,313.5,0.3,64.1,0.0,#ffbdee,#ff722a,#ff6678
696,-28.2275628,152.05075109999999,53.2,29.3,62.1,2.2,346.0,1.6,76.6,0.0,#fbfff1,#ff792c,#ffb089
697,-28.10706238,151.83452140000003,67.3,38.4,410.2,3.3,376.3,12.1,619.6,31.0,#4dff4b,#78ff32,#73ffff
698,-27.90899398,151.65900109999998,68.8,43.4,73.3,1.9,411.8,1.1,131.3,9.1,#fbf5ff,#ffa237,#ff9ab3
699,-28.21262069,152.02405480000002,134.0,65.8,364.9,1.8,447.5,1.5,656.8,105.7,#97ff8b,#84ff4f,#8dacff
700,-28.20801344,152.0385685,98.1,88.3,299.2,1.9,581.6,6.5,544.0,17.4,#9bffb6,#b7ff38,#c6ceff
701,-28.16455484,151.8549483,24.4,14.1,54.2,0.7,141.8,1.0,75.0,12.7,#afffab,#ffed4d,#fefeff
702,-27.90741376,151.6618294,45.9,23.8,41.5,2.0,284.4,0.4,54.6,4.5,#ffe8ed,#ff6b2c,#ff917a
703,-28.20670024,152.01807069999998,65.4,41.0,53.5,1.4,257.2,2.7,165.8,1.0,#fbd7ff,#f1ff38,#f78eff
704,-28.20411936,152.0368668,452.1,287.3,438.3,6.3,558.8,1.7,2009.0,23.9,#fae9ff,#3aff1b,#8848ff
705,-28.15702108,151.89796909999998,44.5,25.5,49.5,1.0,270.0,0.1,81.0,2.0,#fffdf9,#ff9b33,#ff9ca0
706,-28.16497479,151.8825867,160.0,115.0,540.0,4.2,380.0,5.1,1200.0,84.0,#89ff92,#45ff2a,#5b7bff
707,-28.21006286,152.04245500000002,85.4,78.0,323.3,2.9,794.2,5.8,409.9,35.9,#86ff9e,#ffe940,#e2ffdc
708,-28.20426287,152.0356643,72.0,41.5,120.0,2.6,470.0,1.3,175.0,4.0,#d1ffcd,#ffb836,#ffd8c5
709,-26.74897719,150.6299871,0.2,1.8,7.1,0.3,0.4,0.0,7.0,1.1,#35ff8f,#1cff2c,#2b73ff
710,-27.79925327,151.3824783,51.0,32.5,100.0,3.0,335.0,3.4,135.0,6.2,#bfffc3,#ffc139,#ffead2
711,-26.80854052,150.8737749,135.0,135.0,1250.0,2.8,600.0,9.5,2050.0,240.0,#42ff51,#45ff33,#49ccff
712,-26.88338007,150.96638959999999,87.0,83.0,780.0,6.5,570.0,5.0,1200.0,135.0,#42ff50,#63ff3c,#5eebff
713,-27.27770996,151.35506730000003,32.0,32.0,570.0,2.2,435.0,7.1,760.0,50.0,#23ff2b,#70ff34,#4bffcf
714,-27.44843667,151.3801903,90.0,120.0,570.0,5.4,480.0,5.9,1050.0,160.0,#63ff89,#64ff46,#6bacff
715,-27.25349682,151.15872199999998,17.0,15.0,210.0,1.3,360.0,16.5,155.0,30.5,#2fff37,#ffc14a,#7fff69
716,-26.73092143,150.6402645,2.3,3.0,60.0,3.0,25.0,0.0,69.0,5.6,#1bff25,#4dff2f,#36ffe9
717,-26.78088933,150.6048445,175.0,185.0,1100.0,7.5,295.0,2.1,210.0,440.0,#5eff76,#bccbff,#7bd4ff
718,-27.836793,151.5853555,54.0,62.0,385.0,2.3,600.0,4.6,485.0,69.0,#57ff70,#ccff4c,#a1ffd6
719,-27.15964168,151.181911,44.5,43.5,540.0,2.0,610.0,15.5,610.0,135.0,#32ff3d,#b6ff60,#6bffb7
720,-27.4875809,151.3105032,42.0,33.0,85.0,1.5,410.0,2.9,48.0,30.5,#c3ffd9,#ff4d38,#ffe37c
721,-27.8926559,151.5249701,59.0,42.5,110.0,1.1,395.0,2.7,155.0,5.5,#cbffda,#ffbe38,#ffd4c9
722,-27.27632448,151.3480469,35.0,39.0,620.0,4.2,450.0,5.8,860.0,51.0,#25ff30,#67ff31,#4cffdb
723,-27.61615444,151.25137880000003,17.0,8.7,91.0,1.2,239.0,2.5,48.0,5.2,#56ff50,#ff6d2e,#baff70
724,-28.18349086,151.9811595,69.0,44.5,160.0,2.7,435.0,1.2,265.0,2.7,#adffb1,#f8ff39,#faf9ff
725,-28.20227046,151.9866576,44.5,21.5,39.5,2.3,230.0,0.6,74.0,2.0,#ffe4e4,#ffa434,#ff97b1
726,-28.131408,151.8344504,55.0,36.0,56.0,1.6,325.0,1.4,110.0,2.0,#f7ecff,#ffaa34,#ff96b8
727,-28.17556745,151.97234650000001,59.0,37.0,50.0,2.0,290.0,2.4,120.0,3.2,#fbdcff,#ffc638,#ff90d8
728,-28.34078999,152.2639254,42.2,30.1,39.3,0.9,328.9,2.0,35.8,2.6,#eddaff,#ff411e,#ff8a55
729,-28.1046135,151.82242069999998,40.5,24.5,76.0,1.5,320.0,1.3,65.0,4.7,#c2ffc2,#ff702d,#ffeb90
730,-28.25646926,152.0882716,44.0,22.8,129.0,3.8,202.8,1.1,204.0,6.0,#8eff85,#abff37,#b6e4ff
731,-28.04370162,151.7943132,49.2,30.0,56.1,1.3,335.0,2.0,70.5,0.0,#feffff,#ff742a,#ffa582
732,-28.12298081,151.8333691,36.9,31.5,103.9,1.2,398.4,6.5,71.9,4.1,#a2ffba,#ff6328,#fcff82
733,-28.20821185,152.03042549999998,240.0,145.0,510.0,2.7,560.0,4.0,1150.0,71.0,#b4ffb4,#60ff30,#7e77ff
734,-28.14635115,151.85744340000002,37.6,29.7,188.0,1.5,453.9,3.3,180.2,2.3,#67ff73,#ffc036,#c8ffa8
735,-27.81189188,151.39781399999998,66.0,37.0,115.0,2.0,425.0,4.0,135.0,9.2,#ccffc6,#ffa036,#ffe3b9
736,-27.69369261,151.44165,43.0,29.0,125.0,2.5,425.0,5.9,100.0,8.5,#95ff9c,#ff7c30,#eeff9a
737,-27.39612743,151.3418789,55.0,77.0,450.0,8.7,445.0,7.5,690.0,100.0,#51ff73,#80ff4a,#7ce4ff
738,-27.26279724,151.159153,23.0,17.0,212.0,1.3,384.0,8.5,161.0,35.0,#39ff3f,#ffc44e,#8bff77
739,-27.07275105,151.4722407,83.6,100.0,325.0,1.7,623.7,8.8,549.0,10.7,#89ffb7,#c1ff37,#cedeff
740,-27.51805824,151.35224340000002,41.0,29.0,85.0,2.0,385.0,4.7,46.0,12.0,#bdffc9,#ff4727,#ffee6e
741,-27.32523719,151.247924,38.4,49.0,409.0,1.9,457.1,3.7,474.0,109.0,#40ff56,#aeff63,#7cffd9
742,-27.19323353,151.27506540000002,29.9,36.7,594.1,3.8,469.6,2.5,735.5,43.0,#23ff2f,#77ff34,#4fffc7
743,-27.25468948,151.2009876,19.0,13.0,229.0,1.2,444.0,2.5,139.0,22.0,#2bff2d,#ff9f3e,#87ff5d
744,-27.22119473,151.19442719999998,56.0,70.0,562.0,3.3,433.0,1.7,795.0,135.0,#43ff59,#71ff4d,#65edff
745,-27.1769451,151.2607934,41.6,42.3,593.2,4.6,457.8,1.2,837.1,39.0,#2cff36,#68ff2e,#53ffe3
746,-27.4092724,151.7686594,68.3,88.6,189.9,0.6,296.6,1.8,492.4,17.6,#a1ffee,#72ff2f,#9e87ff
747,-27.14119525,151.145816,7.2,5.1,160.0,0.8,380.0,7.4,52.0,6.7,#17ff19,#ff4e24,#88ff30
748,-27.21675039,151.1808163,22.0,21.0,158.0,1.6,350.0,1.0,118.0,23.0,#51ff61,#ffaa45,#b4ff91
749,-27.24147274,151.1641502,16.0,18.0,249.0,1.5,408.0,8.5,183.0,44.0,#2aff37,#ffcf54,#72ff65
750,-27.49471005,151.36999319999998,47.0,45.0,173.0,3.5,441.0,7.4,186.0,31.0,#89ffa5,#ffc647,#ebffd6
